2004,767,26,794,9,21
2005,794,33,809,16,27
2006,849,21,819,15,18
2007,853,34,810,13,14
2008,707,18,787,14,28
2009,768,28,755,10,16
2010,747,16,715,12,17
2011,723,23,688,15,20
2012,753,29,697,7,13
2013,719,26,671,10,15
2014,728,24,653,11,11

//,{'Black': 767, 'Asian/Pacific Islander': 26, 'White': 794, 'Native American/Alaska Native': 9, 'Unknown': 21}
