Nebraska,2004,Male,1,White,Unknown,Female,24,White,Yes
Pennsylvania,2004,Male,31,Black,Not Hispanic,Male,0,Black,Yes
North Carolina,2004,Male,30,White,Unknown,Male,19,Black,Yes
Arkansas,2004,Female,42,Black,Unknown,Male,45,Black,Yes
Louisiana,2004,Male,26,Black,Unknown,Male,16,Black,Yes
North Carolina,2004,Male,45,White,Not Hispanic,Male,57,Black,Yes
Illinois,2004,Male,37,Black,Unknown,Unknown,0,Unknown,No
New York,2004,Male,19,White,Unknown,Unknown,0,Unknown,No
Nevada,2004,Male,29,Black,Unknown,Unknown,0,Unknown,No
California,2004,Male,35,Black,Not Hispanic,Unknown,0,Unknown,No
Ohio,2004,Male,41,White,Unknown,Female,32,Black,Yes
Michigan,2004,Male,31,White,Unknown,Male,35,White,Yes
Maryland,2004,Male,29,Black,Unknown,Unknown,0,Unknown,No
Tennessee,2004,Male,40,Black,Unknown,Male,44,Black,Yes
New York,2004,Male,17,Black,Unknown,Unknown,0,Unknown,No
Pennsylvania,2004,Male,24,White,Not Hispanic,Male,64,White,Yes
California,2004,Male,21,Black,Not Hispanic,Male,20,White,Yes
Louisiana,2004,Male,61,Black,Unknown,Unknown,0,Unknown,No
Pennsylvania,2004,Female,18,White,Not Hispanic,Male,64,White,Yes
Pennsylvania,2004,Female,37,Black,Not Hispanic,Male,33,Black,Yes
New Jersey,2004,Male,22,Black,Unknown,Male,17,Black,Yes
California,2004,Female,19,White,Not Hispanic,Male,46,White,Yes
Florida,2004,Male,33,White,Unknown,Male,37,White,Yes
Florida,2004,Male,45,Black,Unknown,Male,43,Black,Yes
New York,2004,Male,51,White,Unknown,Male,50,White,Yes
Alabama,2004,Female,58,White,Unknown,Male,28,White,Yes
Georgia,2004,Male,36,White,Not Hispanic,Male,33,White,Yes
Kansas,2004,Female,51,White,Unknown,Male,49,White,Yes
Florida,2004,Male,39,White,Unknown,Male,32,White,Yes
District of Columbia,2004,Male,48,Black,Not Hispanic,Unknown,0,Unknown,No
District of Columbia,2004,Male,23,Black,Not Hispanic,Male,23,Black,Yes
Texas,2004,Male,99,Unknown,Not Hispanic,Male,55,Unknown,Yes
Michigan,2004,Male,34,Black,Unknown,Male,0,Black,Yes
Indiana,2004,Female,17,White,Unknown,Male,19,White,Yes
Texas,2004,Female,29,White,Hispanic,Male,32,White,Yes
Michigan,2004,Male,36,Black,Unknown,Male,47,Black,Yes
California,2004,Female,30,Asian/Pacific Islander,Not Hispanic,Male,31,White,Yes
California,2004,Male,16,Black,Not Hispanic,Unknown,0,Unknown,No
New Jersey,2004,Male,18,Black,Unknown,Unknown,0,Unknown,No
Virginia,2004,Female,38,Black,Unknown,Unknown,0,Unknown,No
New York,2004,Female,45,White,Unknown,Unknown,0,Unknown,No
Arizona,2004,Female,45,Black,Not Hispanic,Unknown,0,Unknown,No
New York,2004,Male,46,White,Unknown,Male,37,White,Yes
California,2004,Female,45,White,Hispanic,Female,41,White,Yes
California,2004,Male,26,White,Hispanic,Unknown,0,Unknown,No
Illinois,2004,Male,19,White,Unknown,Male,22,White,Yes
Indiana,2004,Male,40,Unknown,Unknown,Unknown,0,Unknown,No
Missouri,2004,Male,25,White,Not Hispanic,Female,23,White,Yes
New York,2004,Male,25,White,Unknown,Unknown,0,Unknown,No
Maryland,2004,Male,29,Black,Unknown,Unknown,0,Unknown,No
Virginia,2004,Male,49,White,Unknown,Male,25,White,Yes
Indiana,2004,Male,23,Black,Unknown,Male,22,Black,Yes
Missouri,2004,Male,41,White,Unknown,Male,48,White,Yes
Arkansas,2004,Male,42,White,Unknown,Unknown,0,Unknown,No
Massachusetts,2004,Male,17,White,Unknown,Male,18,White,Yes
California,2004,Female,55,Black,Not Hispanic,Unknown,0,Unknown,No
Texas,2004,Male,21,Black,Not Hispanic,Male,0,Black,Yes
North Carolina,2004,Female,25,White,Unknown,Male,19,Black,Yes
North Carolina,2004,Male,20,White,Unknown,Unknown,0,Unknown,No
South Carolina,2004,Female,34,Black,Unknown,Male,40,Black,Yes
Louisiana,2004,Male,21,Black,Unknown,Male,19,Black,Yes
New York,2004,Male,33,White,Unknown,Male,41,White,Yes
Arizona,2004,Male,23,Black,Not Hispanic,Unknown,0,Unknown,No
California,2004,Male,18,White,Hispanic,Male,25,Black,Yes
Texas,2004,Male,13,White,Hispanic,Male,15,White,Yes
Texas,2004,Female,48,Black,Not Hispanic,Unknown,0,Unknown,No
Michigan,2004,Male,28,Black,Unknown,Male,0,Black,Yes
California,2004,Male,19,White,Hispanic,Male,18,White,Yes
Wisconsin,2004,Male,23,White,Unknown,Unknown,0,Unknown,No
California,2004,Female,17,White,Hispanic,Male,16,White,Yes
Virginia,2004,Male,20,Black,Unknown,Unknown,0,Unknown,No
Indiana,2004,Male,2,Black,Unknown,Male,27,Black,Yes
Texas,2004,Male,4,White,Not Hispanic,Female,25,White,Yes
Florida,2004,Female,93,White,Unknown,Male,20,White,Yes
California,2004,Male,27,White,Hispanic,Unknown,0,Unknown,No
Louisiana,2004,Male,47,White,Unknown,Male,0,Black,Yes
Washington,2004,Male,52,White,Unknown,Male,42,Black,Yes
Florida,2004,Female,16,Black,Unknown,Male,17,Black,Yes
Ohio,2004,Male,25,Black,Unknown,Unknown,0,Unknown,No
Virginia,2004,Female,43,White,Unknown,Male,25,White,Yes
Florida,2004,Female,26,Black,Unknown,Male,31,Black,Yes
Arizona,2004,Male,74,White,Hispanic,Male,42,White,Yes
West Virginia,2004,Male,18,White,Unknown,Female,20,White,Yes
Kentucky,2004,Male,30,White,Unknown,Male,67,White,Yes
California,2004,Male,34,White,Hispanic,Unknown,0,Unknown,No
Texas,2004,Male,38,White,Not Hispanic,Male,18,White,Yes
Michigan,2004,Male,29,Black,Unknown,Male,22,Black,Yes
Florida,2004,Female,56,White,Unknown,Male,46,Black,Yes
Florida,2004,Female,52,White,Unknown,Male,38,White,Yes
Wisconsin,2004,Male,43,Black,Unknown,Unknown,0,Unknown,No
South Carolina,2004,Male,34,Black,Unknown,Male,24,Black,Yes
California,2004,Male,36,White,Hispanic,Male,20,White,Yes
South Carolina,2004,Female,36,White,Unknown,Male,38,White,Yes
California,2004,Male,17,White,Hispanic,Male,22,White,Yes
Indiana,2004,Male,47,White,Unknown,Male,36,White,Yes
Arizona,2004,Male,30,White,Hispanic,Male,46,White,Yes
Utah,2004,Female,1,White,Unknown,Female,13,White,Yes
South Carolina,2004,Male,40,Black,Unknown,Male,26,Black,Yes
Ohio,2004,Male,31,Black,Unknown,Male,0,Black,Yes
California,2004,Male,20,White,Hispanic,Male,13,White,Yes
Arizona,2004,Male,38,White,Hispanic,Male,20,White,Yes
Alabama,2004,Male,24,White,Unknown,Unknown,0,Unknown,No
Virginia,2004,Male,32,Black,Unknown,Male,26,Black,Yes
Michigan,2004,Male,25,White,Unknown,Male,24,Black,Yes
